mrF-L5-s1_S10_flagstats.txt	14924814	predupPropPaired
mrF-L5-s2_S11_flagstats.txt	10110088	predupPropPaired
mrF-L5-s3_S12_flagstats.txt	9213686	predupPropPaired
mrF-L5-t1_S7_flagstats.txt	9441098	predupPropPaired
mrF-L5-t2_S8_flagstats.txt	8351664	predupPropPaired
mrF-L5-t3_S9_flagstats.txt	11154218	predupPropPaired
mrF-N12-s1_S4_flagstats.txt	9289454	predupPropPaired
mrF-N12-s2_S5_flagstats.txt	8457414	predupPropPaired
mrF-N12-s3_S6_flagstats.txt	6748580	predupPropPaired
mrF-N12-t1_S1_flagstats.txt	8176796	predupPropPaired
mrF-N12-t2_S2_flagstats.txt	9782496	predupPropPaired
mrF-N12-t3_S3_flagstats.txt	8644588	predupPropPaired
mrM-L5-s1_S22_flagstats.txt	15357520	predupPropPaired
mrM-L5-s2_S23_flagstats.txt	12915198	predupPropPaired
mrM-L5-s3_S24_flagstats.txt	9020716	predupPropPaired
mrM-L5-t1_S19_flagstats.txt	10566824	predupPropPaired
mrM-L5-t2_S20_flagstats.txt	8254696	predupPropPaired
mrM-L5-t3_S21_flagstats.txt	13183084	predupPropPaired
mrM-N12-s1_S16_flagstats.txt	12440582	predupPropPaired
mrM-N12-s2_S17_flagstats.txt	7406078	predupPropPaired
mrM-N12-s3_S18_flagstats.txt	8690574	predupPropPaired
mrM-N12-t1_S13_flagstats.txt	8503930	predupPropPaired
mrM-N12-t2_S14_flagstats.txt	8574410	predupPropPaired
mrM-N12-t3_S15_flagstats.txt	15897682	predupPropPaired
